date,season,competition,league_match,home_team,away_team,home_score,away_score,home_pen,away_pen,penalties,shootout_winner,neutral,venue,event_id,stage
1996-08-24,1996,MLS,True,Columbus Crew,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1996-1996-08-24-Columbus Crew SC-Sporting Kansas City,Regular
1996-08-25,1996,MLS,True,D.C. United,Tampa Bay Mutiny,3,0,,,False,,False,,fbcsv-mls-1996-1996-08-25-D.C. United-Tampa Bay Mutiny,Regular
1996-08-25,1996,MLS,True,San Jose Earthquakes,Colorado Rapids,1,0,,,False,,False,,fbcsv-mls-1996-1996-08-25-San Jose Earthquakes-Colorado Rapids,Regular
1996-08-25,1996,MLS,True,LA Galaxy,FC Dallas,2,3,,,False,,False,,fbcsv-mls-1996-1996-08-25-LA Galaxy-FC Dallas,Regular
1996-08-28,1996,MLS,True,Columbus Crew,LA Galaxy,2,0,,,False,,False,,fbcsv-mls-1996-1996-08-28-Columbus Crew SC-LA Galaxy,Regular
1996-08-29,1996,MLS,True,Colorado Rapids,D.C. United,1,2,,,False,,False,,fbcsv-mls-1996-1996-08-29-Colorado Rapids-D.C. United,Regular
1996-08-31,1996,MLS,True,Tampa Bay Mutiny,New England Revolution,3,1,,,False,,False,,fbcsv-mls-1996-1996-08-31-Tampa Bay Mutiny-New England Revolution,Regular
1996-09-01,1996,MLS,True,Sporting Kansas City,Red Bull New York,3,2,,,False,,False,,fbcsv-mls-1996-1996-09-01-Sporting Kansas City-Red Bull New York,Regular
1996-09-01,1996,MLS,True,San Jose Earthquakes,LA Galaxy,1,2,,,False,,False,,fbcsv-mls-1996-1996-09-01-San Jose Earthquakes-LA Galaxy,Regular
1996-09-04,1996,MLS,True,Red Bull New York,Tampa Bay Mutiny,0,2,,,False,,False,,fbcsv-mls-1996-1996-09-04-Red Bull New York-Tampa Bay Mutiny,Regular
1996-09-04,1996,MLS,True,New England Revolution,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1996-1996-09-04-New England Revolution-FC Dallas,Regular
1996-09-05,1996,MLS,True,LA Galaxy,Colorado Rapids,0,1,,,False,,False,,fbcsv-mls-1996-1996-09-05-LA Galaxy-Colorado Rapids,Regular
1996-09-06,1996,MLS,True,D.C. United,Red Bull New York,1,2,,,False,,False,,fbcsv-mls-1996-1996-09-06-D.C. United-Red Bull New York,Regular
1996-09-07,1996,MLS,True,Sporting Kansas City,Columbus Crew,1,5,,,False,,False,,fbcsv-mls-1996-1996-09-07-Sporting Kansas City-Columbus Crew SC,Regular
1996-09-07,1996,MLS,True,FC Dallas,New England Revolution,0,2,,,False,,False,,fbcsv-mls-1996-1996-09-07-FC Dallas-New England Revolution,Regular
1996-09-08,1996,MLS,True,Colorado Rapids,San Jose Earthquakes,1,3,,,False,,False,,fbcsv-mls-1996-1996-09-08-Colorado Rapids-San Jose Earthquakes,Regular
1996-09-10,1996,MLS,True,Red Bull New York,LA Galaxy,3,1,,,False,,False,,fbcsv-mls-1996-1996-09-10-Red Bull New York-LA Galaxy,Regular
1996-09-11,1996,MLS,True,San Jose Earthquakes,FC Dallas,2,3,,,False,,False,,fbcsv-mls-1996-1996-09-11-San Jose Earthquakes-FC Dallas,Regular
1996-09-12,1996,MLS,True,New England Revolution,Tampa Bay Mutiny,1,2,,,False,,False,,fbcsv-mls-1996-1996-09-12-New England Revolution-Tampa Bay Mutiny,Regular
1996-09-14,1996,MLS,True,Tampa Bay Mutiny,D.C. United,2,0,,,False,,False,,fbcsv-mls-1996-1996-09-14-Tampa Bay Mutiny-D.C. United,Regular
1996-09-15,1996,MLS,True,Columbus Crew,Red Bull New York,2,0,,,False,,False,,fbcsv-mls-1996-1996-09-15-Columbus Crew SC-Red Bull New York,Regular
1996-09-15,1996,MLS,True,LA Galaxy,San Jose Earthquakes,4,2,,,False,,False,,fbcsv-mls-1996-1996-09-15-LA Galaxy-San Jose Earthquakes,Regular
1996-09-17,1996,MLS,True,D.C. United,New England Revolution,3,2,,,False,,False,,fbcsv-mls-1996-1996-09-17-D.C. United-New England Revolution,Regular
1996-09-18,1996,MLS,True,San Jose Earthquakes,Tampa Bay Mutiny,1,2,,,False,,False,,fbcsv-mls-1996-1996-09-18-San Jose Earthquakes-Tampa Bay Mutiny,Regular
1996-09-18,1996,MLS,True,Red Bull New York,Columbus Crew,1,0,,,False,,False,,fbcsv-mls-1996-1996-09-18-Red Bull New York-Columbus Crew SC,Regular
1996-09-19,1996,MLS,True,FC Dallas,LA Galaxy,1,2,,,False,,False,,fbcsv-mls-1996-1996-09-19-FC Dallas-LA Galaxy,Regular
1996-09-21,1996,MLS,True,New England Revolution,Columbus Crew,0,1,,,False,,False,,fbcsv-mls-1996-1996-09-21-New England Revolution-Columbus Crew SC,Regular
1996-09-21,1996,MLS,True,D.C. United,Colorado Rapids,3,1,,,False,,False,,fbcsv-mls-1996-1996-09-21-D.C. United-Colorado Rapids,Regular
1996-09-21,1996,MLS,True,Tampa Bay Mutiny,Red Bull New York,4,1,,,False,,False,,fbcsv-mls-1996-1996-09-21-Tampa Bay Mutiny-Red Bull New York,Regular
1996-09-21,1996,MLS,True,Sporting Kansas City,San Jose Earthquakes,0,1,,,False,,False,,fbcsv-mls-1996-1996-09-21-Sporting Kansas City-San Jose Earthquakes,Regular
1996-09-22,1996,MLS,True,LA Galaxy,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1996-1996-09-22-LA Galaxy-FC Dallas,Regular
1996-09-25,1996,MLS,True,Columbus Crew,Tampa Bay Mutiny,0,2,,,False,,False,,fbcsv-mls-1996-1996-09-25-Columbus Crew SC-Tampa Bay Mutiny,Playoff
1996-09-26,1996,MLS,True,Sporting Kansas City,FC Dallas,3,2,,,False,,False,,fbcsv-mls-1996-1996-09-26-Sporting Kansas City-FC Dallas,Playoff
1996-09-26,1996,MLS,True,San Jose Earthquakes,LA Galaxy,1,0,,,False,,False,,fbcsv-mls-1996-1996-09-26-San Jose Earthquakes-LA Galaxy,Playoff
1996-09-27,1996,MLS,True,D.C. United,Red Bull New York,1,0,,,False,,False,,fbcsv-mls-1996-1996-09-27-D.C. United-Red Bull New York,Playoff
1996-09-28,1996,MLS,True,Tampa Bay Mutiny,Columbus Crew,1,2,,,False,,False,,fbcsv-mls-1996-1996-09-28-Tampa Bay Mutiny-Columbus Crew SC,Playoff
1996-09-29,1996,MLS,True,FC Dallas,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1996-1996-09-29-FC Dallas-Sporting Kansas City,Playoff
1996-09-29,1996,MLS,True,LA Galaxy,San Jose Earthquakes,2,0,,,False,,False,,fbcsv-mls-1996-1996-09-29-LA Galaxy-San Jose Earthquakes,Playoff
1996-10-02,1996,MLS,True,LA Galaxy,San Jose Earthquakes,2,0,,,False,,False,,fbcsv-mls-1996-1996-10-02-LA Galaxy-San Jose Earthquakes,Playoff
1996-10-02,1996,MLS,True,Tampa Bay Mutiny,Columbus Crew,4,1,,,False,,False,,fbcsv-mls-1996-1996-10-02-Tampa Bay Mutiny-Columbus Crew SC,Playoff
1996-10-02,1996,MLS,True,D.C. United,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1996-1996-10-02-D.C. United-Red Bull New York,Playoff
1996-10-10,1996,MLS,True,D.C. United,Tampa Bay Mutiny,4,1,,,False,,False,,fbcsv-mls-1996-1996-10-10-D.C. United-Tampa Bay Mutiny,Playoff
1996-10-10,1996,MLS,True,LA Galaxy,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1996-1996-10-10-LA Galaxy-Sporting Kansas City,Playoff
1996-10-12,1996,MLS,True,Tampa Bay Mutiny,D.C. United,1,2,,,False,,False,,fbcsv-mls-1996-1996-10-12-Tampa Bay Mutiny-D.C. United,Playoff
1997-03-22,1997,MLS,True,San Jose Earthquakes,Red Bull New York,1,0,,,False,,False,,fbcsv-mls-1997-1997-03-22-San Jose Earthquakes-Red Bull New York,Regular
1997-03-29,1997,MLS,True,LA Galaxy,D.C. United,0,1,,,False,,False,,fbcsv-mls-1997-1997-03-29-LA Galaxy-D.C. United,Regular
1997-03-29,1997,MLS,True,Columbus Crew,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1997-1997-03-29-Columbus Crew SC-Colorado Rapids,Regular
1997-03-29,1997,MLS,True,Sporting Kansas City,San Jose Earthquakes,3,2,,,False,,False,,fbcsv-mls-1997-1997-03-29-Sporting Kansas City-San Jose Earthquakes,Regular
1997-03-29,1997,MLS,True,FC Dallas,New England Revolution,0,1,,,False,,False,,fbcsv-mls-1997-1997-03-29-FC Dallas-New England Revolution,Regular
1997-03-29,1997,MLS,True,Tampa Bay Mutiny,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1997-1997-03-29-Tampa Bay Mutiny-Red Bull New York,Regular
1997-04-05,1997,MLS,True,D.C. United,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-05-D.C. United-Red Bull New York,Regular
1997-04-05,1997,MLS,True,Sporting Kansas City,LA Galaxy,3,2,,,False,,False,,fbcsv-mls-1997-1997-04-05-Sporting Kansas City-LA Galaxy,Regular
1997-04-05,1997,MLS,True,FC Dallas,San Jose Earthquakes,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-05-FC Dallas-San Jose Earthquakes,Regular
1997-04-06,1997,MLS,True,Colorado Rapids,Columbus Crew,2,0,,,False,,False,,fbcsv-mls-1997-1997-04-06-Colorado Rapids-Columbus Crew SC,Regular
1997-04-06,1997,MLS,True,Tampa Bay Mutiny,New England Revolution,4,0,,,False,,False,,fbcsv-mls-1997-1997-04-06-Tampa Bay Mutiny-New England Revolution,Regular
1997-04-12,1997,MLS,True,Tampa Bay Mutiny,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-12-Tampa Bay Mutiny-Sporting Kansas City,Regular
1997-04-12,1997,MLS,True,Red Bull New York,New England Revolution,3,1,,,False,,False,,fbcsv-mls-1997-1997-04-12-Red Bull New York-New England Revolution,Regular
1997-04-12,1997,MLS,True,Colorado Rapids,D.C. United,2,5,,,False,,False,,fbcsv-mls-1997-1997-04-12-Colorado Rapids-D.C. United,Regular
1997-04-12,1997,MLS,True,San Jose Earthquakes,LA Galaxy,4,1,,,False,,False,,fbcsv-mls-1997-1997-04-12-San Jose Earthquakes-LA Galaxy,Regular
1997-04-13,1997,MLS,True,Columbus Crew,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-13-Columbus Crew SC-FC Dallas,Regular
1997-04-18,1997,MLS,True,LA Galaxy,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-18-LA Galaxy-Colorado Rapids,Regular
1997-04-18,1997,MLS,True,Sporting Kansas City,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-18-Sporting Kansas City-FC Dallas,Regular
1997-04-19,1997,MLS,True,Red Bull New York,D.C. United,1,2,,,False,,False,,fbcsv-mls-1997-1997-04-19-Red Bull New York-D.C. United,Regular
1997-04-19,1997,MLS,True,Columbus Crew,San Jose Earthquakes,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-19-Columbus Crew SC-San Jose Earthquakes,Regular
1997-04-20,1997,MLS,True,FC Dallas,Colorado Rapids,4,1,,,False,,False,,fbcsv-mls-1997-1997-04-20-FC Dallas-Colorado Rapids,Regular
1997-04-20,1997,MLS,True,New England Revolution,Tampa Bay Mutiny,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-20-New England Revolution-Tampa Bay Mutiny,Regular
1997-04-23,1997,MLS,True,Colorado Rapids,FC Dallas,1,0,,,False,,False,,fbcsv-mls-1997-1997-04-23-Colorado Rapids-FC Dallas,Regular
1997-04-26,1997,MLS,True,LA Galaxy,FC Dallas,1,2,,,False,,False,,fbcsv-mls-1997-1997-04-26-LA Galaxy-FC Dallas,Regular
1997-04-26,1997,MLS,True,Red Bull New York,Columbus Crew,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-26-Red Bull New York-Columbus Crew SC,Regular
1997-04-26,1997,MLS,True,New England Revolution,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1997-1997-04-26-New England Revolution-Colorado Rapids,Regular
1997-04-26,1997,MLS,True,D.C. United,San Jose Earthquakes,2,3,,,False,,False,,fbcsv-mls-1997-1997-04-26-D.C. United-San Jose Earthquakes,Regular
1997-04-27,1997,MLS,True,Sporting Kansas City,Tampa Bay Mutiny,2,3,,,False,,False,,fbcsv-mls-1997-1997-04-27-Sporting Kansas City-Tampa Bay Mutiny,Regular
1997-05-02,1997,MLS,True,D.C. United,LA Galaxy,2,0,,,False,,False,,fbcsv-mls-1997-1997-05-02-D.C. United-LA Galaxy,Regular
1997-05-03,1997,MLS,True,New England Revolution,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1997-1997-05-03-New England Revolution-Sporting Kansas City,Regular
1997-05-03,1997,MLS,True,San Jose Earthquakes,Columbus Crew,1,3,,,False,,False,,fbcsv-mls-1997-1997-05-03-San Jose Earthquakes-Columbus Crew SC,Regular
1997-05-03,1997,MLS,True,Colorado Rapids,Tampa Bay Mutiny,2,0,,,False,,False,,fbcsv-mls-1997-1997-05-03-Colorado Rapids-Tampa Bay Mutiny,Regular
1997-05-04,1997,MLS,True,Red Bull New York,LA Galaxy,1,0,,,False,,False,,fbcsv-mls-1997-1997-05-04-Red Bull New York-LA Galaxy,Regular
1997-05-04,1997,MLS,True,FC Dallas,D.C. United,3,2,,,False,,False,,fbcsv-mls-1997-1997-05-04-FC Dallas-D.C. United,Regular
1997-05-09,1997,MLS,True,New England Revolution,Columbus Crew,0,2,,,False,,False,,fbcsv-mls-1997-1997-05-09-New England Revolution-Columbus Crew SC,Regular
1997-05-09,1997,MLS,True,Red Bull New York,San Jose Earthquakes,0,1,,,False,,False,,fbcsv-mls-1997-1997-05-09-Red Bull New York-San Jose Earthquakes,Regular
1997-05-10,1997,MLS,True,D.C. United,FC Dallas,2,3,,,False,,False,,fbcsv-mls-1997-1997-05-10-D.C. United-FC Dallas,Regular
1997-05-10,1997,MLS,True,Tampa Bay Mutiny,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1997-1997-05-10-Tampa Bay Mutiny-Colorado Rapids,Regular
1997-05-10,1997,MLS,True,Sporting Kansas City,LA Galaxy,1,0,,,False,,False,,fbcsv-mls-1997-1997-05-10-Sporting Kansas City-LA Galaxy,Regular
1997-05-11,1997,MLS,True,Columbus Crew,Red Bull New York,3,0,,,False,,False,,fbcsv-mls-1997-1997-05-11-Columbus Crew SC-Red Bull New York,Regular
1997-05-16,1997,MLS,True,San Jose Earthquakes,New England Revolution,1,2,,,False,,False,,fbcsv-mls-1997-1997-05-16-San Jose Earthquakes-New England Revolution,Regular
1997-05-17,1997,MLS,True,FC Dallas,Tampa Bay Mutiny,2,0,,,False,,False,,fbcsv-mls-1997-1997-05-17-FC Dallas-Tampa Bay Mutiny,Regular
1997-05-17,1997,MLS,True,Colorado Rapids,Columbus Crew,2,1,,,False,,False,,fbcsv-mls-1997-1997-05-17-Colorado Rapids-Columbus Crew SC,Regular
1997-05-18,1997,MLS,True,New England Revolution,D.C. United,0,1,,,False,,False,,fbcsv-mls-1997-1997-05-18-New England Revolution-D.C. United,Regular
1997-05-18,1997,MLS,True,Red Bull New York,Sporting Kansas City,1,0,,,False,,False,,fbcsv-mls-1997-1997-05-18-Red Bull New York-Sporting Kansas City,Regular
1997-05-18,1997,MLS,True,LA Galaxy,San Jose Earthquakes,2,1,,,False,,False,,fbcsv-mls-1997-1997-05-18-LA Galaxy-San Jose Earthquakes,Regular
1997-05-22,1997,MLS,True,D.C. United,San Jose Earthquakes,3,1,,,False,,False,,fbcsv-mls-1997-1997-05-22-D.C. United-San Jose Earthquakes,Regular
1997-05-22,1997,MLS,True,Sporting Kansas City,Columbus Crew,3,1,,,False,,False,,fbcsv-mls-1997-1997-05-22-Sporting Kansas City-Columbus Crew SC,Regular
1997-05-23,1997,MLS,True,Tampa Bay Mutiny,FC Dallas,1,3,,,False,,False,,fbcsv-mls-1997-1997-05-23-Tampa Bay Mutiny-FC Dallas,Regular
1997-05-24,1997,MLS,True,Colorado Rapids,New England Revolution,1,2,,,False,,False,,fbcsv-mls-1997-1997-05-24-Colorado Rapids-New England Revolution,Regular
1997-05-25,1997,MLS,True,LA Galaxy,Columbus Crew,1,0,,,False,,False,,fbcsv-mls-1997-1997-05-25-LA Galaxy-Columbus Crew SC,Regular
1997-05-25,1997,MLS,True,Red Bull New York,Tampa Bay Mutiny,3,2,,,False,,False,,fbcsv-mls-1997-1997-05-25-Red Bull New York-Tampa Bay Mutiny,Regular
1997-05-29,1997,MLS,True,Columbus Crew,D.C. United,2,3,,,False,,False,,fbcsv-mls-1997-1997-05-29-Columbus Crew SC-D.C. United,Regular
1997-05-30,1997,MLS,True,New England Revolution,Red Bull New York,3,1,,,False,,False,,fbcsv-mls-1997-1997-05-30-New England Revolution-Red Bull New York,Regular
1997-05-30,1997,MLS,True,LA Galaxy,Sporting Kansas City,1,3,,,False,,False,,fbcsv-mls-1997-1997-05-30-LA Galaxy-Sporting Kansas City,Regular
1997-06-01,1997,MLS,True,New England Revolution,FC Dallas,3,1,,,False,,False,,fbcsv-mls-1997-1997-06-01-New England Revolution-FC Dallas,Regular
1997-06-01,1997,MLS,True,San Jose Earthquakes,D.C. United,2,3,,,False,,False,,fbcsv-mls-1997-1997-06-01-San Jose Earthquakes-D.C. United,Regular
1997-06-01,1997,MLS,True,Colorado Rapids,Tampa Bay Mutiny,2,0,,,False,,False,,fbcsv-mls-1997-1997-06-01-Colorado Rapids-Tampa Bay Mutiny,Regular
1997-06-06,1997,MLS,True,FC Dallas,Sporting Kansas City,1,2,,,False,,False,,fbcsv-mls-1997-1997-06-06-FC Dallas-Sporting Kansas City,Regular
1997-06-07,1997,MLS,True,D.C. United,Colorado Rapids,5,0,,,False,,False,,fbcsv-mls-1997-1997-06-07-D.C. United-Colorado Rapids,Regular
1997-06-07,1997,MLS,True,Tampa Bay Mutiny,Columbus Crew,3,1,,,False,,False,,fbcsv-mls-1997-1997-06-07-Tampa Bay Mutiny-Columbus Crew SC,Regular
1997-06-08,1997,MLS,True,New England Revolution,LA Galaxy,1,0,,,False,,False,,fbcsv-mls-1997-1997-06-08-New England Revolution-LA Galaxy,Regular
1997-06-08,1997,MLS,True,San Jose Earthquakes,Sporting Kansas City,2,3,,,False,,False,,fbcsv-mls-1997-1997-06-08-San Jose Earthquakes-Sporting Kansas City,Regular
1997-06-13,1997,MLS,True,Red Bull New York,Colorado Rapids,1,3,,,False,,False,,fbcsv-mls-1997-1997-06-13-Red Bull New York-Colorado Rapids,Regular
1997-06-14,1997,MLS,True,New England Revolution,D.C. United,0,1,,,False,,False,,fbcsv-mls-1997-1997-06-14-New England Revolution-D.C. United,Regular
1997-06-15,1997,MLS,True,Columbus Crew,Colorado Rapids,0,2,,,False,,False,,fbcsv-mls-1997-1997-06-15-Columbus Crew SC-Colorado Rapids,Regular
1997-06-15,1997,MLS,True,Sporting Kansas City,San Jose Earthquakes,1,3,,,False,,False,,fbcsv-mls-1997-1997-06-15-Sporting Kansas City-San Jose Earthquakes,Regular
1997-06-15,1997,MLS,True,FC Dallas,Red Bull New York,3,1,,,False,,False,,fbcsv-mls-1997-1997-06-15-FC Dallas-Red Bull New York,Regular
1997-06-15,1997,MLS,True,LA Galaxy,Tampa Bay Mutiny,4,1,,,False,,False,,fbcsv-mls-1997-1997-06-15-LA Galaxy-Tampa Bay Mutiny,Regular
1997-06-21,1997,MLS,True,Tampa Bay Mutiny,San Jose Earthquakes,3,1,,,False,,False,,fbcsv-mls-1997-1997-06-21-Tampa Bay Mutiny-San Jose Earthquakes,Regular
1997-06-21,1997,MLS,True,Columbus Crew,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1997-1997-06-21-Columbus Crew SC-Red Bull New York,Regular
1997-06-21,1997,MLS,True,Sporting Kansas City,D.C. United,6,1,,,False,,False,,fbcsv-mls-1997-1997-06-21-Sporting Kansas City-D.C. United,Regular
1997-06-21,1997,MLS,True,Colorado Rapids,LA Galaxy,2,1,,,False,,False,,fbcsv-mls-1997-1997-06-21-Colorado Rapids-LA Galaxy,Regular
1997-06-22,1997,MLS,True,New England Revolution,FC Dallas,3,2,,,False,,False,,fbcsv-mls-1997-1997-06-22-New England Revolution-FC Dallas,Regular
1997-06-25,1997,MLS,True,Sporting Kansas City,Tampa Bay Mutiny,3,2,,,False,,False,,fbcsv-mls-1997-1997-06-25-Sporting Kansas City-Tampa Bay Mutiny,Regular
1997-06-28,1997,MLS,True,Tampa Bay Mutiny,LA Galaxy,3,2,,,False,,False,,fbcsv-mls-1997-1997-06-28-Tampa Bay Mutiny-LA Galaxy,Regular
1997-06-28,1997,MLS,True,Colorado Rapids,Sporting Kansas City,3,4,,,False,,False,,fbcsv-mls-1997-1997-06-28-Colorado Rapids-Sporting Kansas City,Regular
1997-06-28,1997,MLS,True,San Jose Earthquakes,FC Dallas,3,1,,,False,,False,,fbcsv-mls-1997-1997-06-28-San Jose Earthquakes-FC Dallas,Regular
1997-07-04,1997,MLS,True,Tampa Bay Mutiny,Red Bull New York,1,0,,,False,,False,,fbcsv-mls-1997-1997-07-04-Tampa Bay Mutiny-Red Bull New York,Regular
1997-07-04,1997,MLS,True,Columbus Crew,Sporting Kansas City,1,2,,,False,,False,,fbcsv-mls-1997-1997-07-04-Columbus Crew SC-Sporting Kansas City,Regular
1997-07-04,1997,MLS,True,FC Dallas,D.C. United,2,3,,,False,,False,,fbcsv-mls-1997-1997-07-04-FC Dallas-D.C. United,Regular
1997-07-04,1997,MLS,True,Colorado Rapids,San Jose Earthquakes,3,1,,,False,,False,,fbcsv-mls-1997-1997-07-04-Colorado Rapids-San Jose Earthquakes,Regular
1997-07-04,1997,MLS,True,LA Galaxy,New England Revolution,2,0,,,False,,False,,fbcsv-mls-1997-1997-07-04-LA Galaxy-New England Revolution,Regular
1997-07-06,1997,MLS,True,D.C. United,Tampa Bay Mutiny,3,2,,,False,,False,,fbcsv-mls-1997-1997-07-06-D.C. United-Tampa Bay Mutiny,Regular
1997-07-06,1997,MLS,True,Sporting Kansas City,FC Dallas,1,3,,,False,,False,,fbcsv-mls-1997-1997-07-06-Sporting Kansas City-FC Dallas,Regular
1997-07-06,1997,MLS,True,San Jose Earthquakes,New England Revolution,3,2,,,False,,False,,fbcsv-mls-1997-1997-07-06-San Jose Earthquakes-New England Revolution,Regular
1997-07-12,1997,MLS,True,New England Revolution,Sporting Kansas City,2,0,,,False,,False,,fbcsv-mls-1997-1997-07-12-New England Revolution-Sporting Kansas City,Regular
1997-07-12,1997,MLS,True,LA Galaxy,D.C. United,3,1,,,False,,False,,fbcsv-mls-1997-1997-07-12-LA Galaxy-D.C. United,Regular
1997-07-13,1997,MLS,True,Columbus Crew,FC Dallas,1,2,,,False,,False,,fbcsv-mls-1997-1997-07-13-Columbus Crew SC-FC Dallas,Regular
1997-07-13,1997,MLS,True,Red Bull New York,Colorado Rapids,4,1,,,False,,False,,fbcsv-mls-1997-1997-07-13-Red Bull New York-Colorado Rapids,Regular
1997-07-13,1997,MLS,True,San Jose Earthquakes,Tampa Bay Mutiny,2,3,,,False,,False,,fbcsv-mls-1997-1997-07-13-San Jose Earthquakes-Tampa Bay Mutiny,Regular
1997-07-18,1997,MLS,True,New England Revolution,Tampa Bay Mutiny,4,2,,,False,,False,,fbcsv-mls-1997-1997-07-18-New England Revolution-Tampa Bay Mutiny,Regular
1997-07-18,1997,MLS,True,FC Dallas,San Jose Earthquakes,3,1,,,False,,False,,fbcsv-mls-1997-1997-07-18-FC Dallas-San Jose Earthquakes,Regular
1997-07-19,1997,MLS,True,Sporting Kansas City,D.C. United,3,2,,,False,,False,,fbcsv-mls-1997-1997-07-19-Sporting Kansas City-D.C. United,Regular
1997-07-20,1997,MLS,True,Red Bull New York,LA Galaxy,0,4,,,False,,False,,fbcsv-mls-1997-1997-07-20-Red Bull New York-LA Galaxy,Regular
1997-07-20,1997,MLS,True,Columbus Crew,New England Revolution,1,0,,,False,,False,,fbcsv-mls-1997-1997-07-20-Columbus Crew SC-New England Revolution,Regular
1997-07-20,1997,MLS,True,Tampa Bay Mutiny,San Jose Earthquakes,3,1,,,False,,False,,fbcsv-mls-1997-1997-07-20-Tampa Bay Mutiny-San Jose Earthquakes,Regular
1997-07-20,1997,MLS,True,Colorado Rapids,FC Dallas,2,4,,,False,,False,,fbcsv-mls-1997-1997-07-20-Colorado Rapids-FC Dallas,Regular
1997-07-25,1997,MLS,True,D.C. United,Columbus Crew,2,1,,,False,,False,,fbcsv-mls-1997-1997-07-25-D.C. United-Columbus Crew SC,Regular
1997-07-25,1997,MLS,True,FC Dallas,LA Galaxy,0,3,,,False,,False,,fbcsv-mls-1997-1997-07-25-FC Dallas-LA Galaxy,Regular
1997-07-25,1997,MLS,True,San Jose Earthquakes,Colorado Rapids,1,2,,,False,,False,,fbcsv-mls-1997-1997-07-25-San Jose Earthquakes-Colorado Rapids,Regular
1997-07-26,1997,MLS,True,Sporting Kansas City,New England Revolution,1,0,,,False,,False,,fbcsv-mls-1997-1997-07-26-Sporting Kansas City-New England Revolution,Regular
1997-07-27,1997,MLS,True,Columbus Crew,Tampa Bay Mutiny,0,1,,,False,,False,,fbcsv-mls-1997-1997-07-27-Columbus Crew SC-Tampa Bay Mutiny,Regular
